GZGcx,r1b1k2r/ppp2ppp/8/2bPN3/2Bn1Pnq/2NP4/PPP3PP/R1BQ1RK1 w kq - 3 10,e5g4 d4e2 g1h1 e2g3,2235,77,92,5683,doubleCheck kingsideAttack mate mateIn2 opening pin short,https://lichess.org/TWtjzpTt#19,Italian_Game Italian_Game_Giuoco_Pianissimo
GaF3w,4b3/1p3k1p/1q1p2p1/p1nP1p2/2P5/1PN2N2/P1Q1BbPP/6K1 w - - 0 26,g1f2 c5d3 f2g3 b6f2 g3h3 d3f4,2284,79,89,308,doubleCheck long mate mateIn3 middlegame,https://lichess.org/2CeCmpPC#51,
GaMpz,4qk1r/2p1bp1p/2Q2Bp1/5N2/8/P4p2/2P2P1P/3RK2R w K - 1 20,f6h8 e7b4 e1f1 e8e2 f1g1 e2d1,2062,82,83,200,doubleCheck fork long mate mateIn3 middlegame,https://lichess.org/9YsT88vZ#39,
Gawkk,4r3/pk1b4/p1p2Q2/8/3N4/1PP3P1/5PKP/2Bq4 w - - 3 34,c1f4 d1f1 g2f1 d7h3 f1g1 e8e1,2280,74,93,6566,attraction endgame long mate mateIn3 sacrifice,https://lichess.org/H14NrtOb#67,
GbRAa,8/pp2R1rk/3p3p/1Pp5/P1Pp4/3P2rq/4Q2P/4R1K1 w - - 0 31,h2g3 h3g3 g1h1 g3h3 e2h2 h3f3 h2g2 f3g2,2182,75,91,347,endgame exposedKing mate mateIn4 veryLong,https://lichess.org/yqWseWoY#61,
GbUgF,6k1/1p1r1p1p/p5q1/2B1p3/2P2p1Q/1P3bPB/P4P1P/4K3 w - - 1 34,h3d7 g6b1 e1d2 b1b2 d2d3 e5e4,2301,77,90,362,endgame long mate mateIn3,https://lichess.org/0t266RGj#67,
GbgvO,8/p2k4/2pbpp2/8/4P3/P1Nr2qP/1P1BQ1P1/R6K w - - 2 28,h1g1 g3h2 g1f1 h2h1 f1f2 d6g3,2040,76,94,7004,long mate mateIn3 middlegame,https://lichess.org/fw4sq9gO#55,
GcYkF,r4r2/4qppk/pP4np/P3p3/Q3Pn2/1B2B2P/5P1K/2RR2N1 w - - 5 31,e3c5 e7g5 f2f3 g5g2,2110,224,46,17,mate mateIn2 middlegame short,https://lichess.org/n8PI0LQ1#61,
GcdvO,1k4r1/pp4r1/4Q3/8/2P2q2/1P1p1Bp1/P2R4/6RK w - - 1 39,d2d3 f4h4 h1g2 h4h2 g2f1 h2f2,2257,77,93,2839,exposedKing long mate mateIn3 middlegame,https://lichess.org/MejvyK7B#77,
Gckb0,8/1k5p/p5b1/Q1Br4/1P3P2/8/PK2r2P/8 w - - 3 38,b2c3 d5d3 c3c4 e2c2,2187,78,94,7385,endgame mate mateIn2 short,https://lichess.org/813G9jAC#75,
GcyDQ,2r1k3/1Q3p2/4p3/p1q1Pn1P/5P2/P2P4/3B4/1R2K1rR w K - 1 27,h1g1 c5g1 e1e2 f5d4,2085,125,53,53,mate mateIn2 middlegame short,https://lichess.org/WMcetBGp#53,
Gczqe,4r1k1/pp1bQ1pp/2p3r1/3p1p2/3P1B2/2P2P2/PP3KP1/RN3B1q w - - 5 21,e7d7 g6g2 f1g2 h1e1,2085,79,81,255,mate mateIn2 middlegame sacrifice short,https://lichess.org/0o90Y5AL#41,
Gd79d,8/1q5k/p3pr1p/1p1nN3/2pP1P1Q/2P4P/P5rK/4RR2 w - - 5 32,h2g2 d5f4 g2f2 b7g2 f2e3 f4d5,2163,74,92,5185,doubleCheck long mate mateIn3 middlegame,https://lichess.org/4Y4k06Ic#63,
GdEsV,7k/5Qpp/3p1p2/3PpP2/3bP1R1/2B2K1P/1P4P1/5q2 w - - 1 35,f3g3 d4f2 g3f3 f2g1 f3g3 f1f2,2196,74,95,7166,discoveredAttack endgame long mate mateIn3,https://lichess.org/Ons4EYF5#69,
GdYAy,2r1r1k1/pp3ppp/3b4/4Nbq1/3P4/2P5/PP2Q1PP/2KR1B1R w - - 1 16,e2d2 c8c3 b2c3 d6a3,2038,75,94,6737,mate mateIn2 middlegame pin queensideAttack sacrifice short,https://lichess.org/5nVgtPrY#31,Kings_Pawn_Game Kings_Pawn_Game_Leonardis_Variation
Gddcc,5rk1/1p1n2q1/p2R4/P1pP1Q2/2P3nB/1P4P1/5P1P/6K1 w - - 1 28,f5d7 g7a1 g1g2 g4e3 f2e3 a1f1,2271,82,84,400,endgame long mate mateIn3 sacrifice,https://lichess.org/4IhshVOp#55,
GeMjc,6k1/1p3qp1/p6p/4P3/2PQp1n1/1P2P1P1/PB4K1/8 w - - 1 34,e5e6 f7f3 g2h3 g4f2 h3h4 g7g5,2195,112,25,19,endgame long mate mateIn3,https://lichess.org/CSAmTJrl#67,
GfYxa,5rk1/ppp4p/8/3pq1p1/6Q1/2N1Kn2/PPP2N1R/R4B2 w - - 1 24,c3e4 e5d4 e3e2 d4c4 f2d3 c4c2 e4d2 c2d2,2618,78,93,1822,exposedKing mate mateIn4 middlegame veryLong,https://lichess.org/80EqkMFO#47,
Gfax7,2r5/5b1k/5pp1/qB5p/P2Qp3/4p3/6PP/2R3K1 w - - 1 37,c1c8 a5e1 b5f1 e1f2 g1h1 f2f1,2036,77,87,1126,deflection endgame long mate mateIn3,https://lichess.org/JQcylK77#73,
GgDhi,r4r2/p4k2/1p1p2R1/2pPnB1Q/2P1K3/P2q2P1/1P6/7R w - - 3 33,e4f4 d3d2 f4e4 d2d4,2310,78,67,160,mate mateIn2 middlegame short,https://lichess.org/U5T3WT8f#65,
GgS7S,r6Q/4kp1p/2p1b3/1q6/4P3/5P2/1PKB3P/6NR w - - 2 23,h8a8 e6b3 c2b1 b5d3 b1a1 d3f1 d2c1 f1c1,2093,78,86,75,endgame fork mate mateIn4 veryLong,https://lichess.org/oYjZquYv#45,
Ggvr9,7k/7p/3p1p2/4bP2/4PpK1/1P1Q1R2/1PP1N1q1/8 w - - 3 34,e2g3 h7h5 g4h5 g2h3 h5g6 h3h7,2104,77,95,4493,attraction endgame long mate mateIn3 pin,https://lichess.org/7Sh6mCBq#67,
GhP2T,5b1r/p4ppp/2p1p1k1/q1PpBb2/3P4/1Q2P3/PP3PPP/Rn2KBNR w KQ - 7 14,e1e2 f5g4 f2f3 a5d2,2097,81,88,856,mate mateIn2 middlegame short,https://lichess.org/Gm3zjhWo#27,Queens_Pawn_Game Queens_Pawn_Game_Accelerated_London_System
Ghrl2,6k1/5pp1/1pp1p1bp/r2nN3/1q1P2P1/1B4QP/1K1nNP2/R6R w - - 8 29,e5g6 d2c4 b2b1 a5a1 b1a1 b4a3 a1b1 a3b2,2173,75,83,176,attraction exposedKing mate mateIn4 middlegame veryLong,https://lichess.org/Sg1WaNxh#57,
GjKJ3,8/R6p/2b2kp1/3r1p2/8/2P3QP/1P2BP1K/1Nq5 w - - 2 35,b1a3 c1h1 h2h1 d5d1 h1h2 d1h1,2187,75,93,7949,attraction doubleCheck long mate mateIn3 middlegame sacrifice,https://lichess.org/1sTdDzBE#69,
GjMqG,7k/p1p2ppp/4p3/3r4/4n3/1P2P1Pq/P3QP1P/R4RK1 w - - 0 23,e2c4 d5h5 f1d1 h3h2 g1f1 h2f2,2249,82,90,377,endgame kingsideAttack long mate mateIn3 quietMove,https://lichess.org/Xg11YZvv#45,
GjN7u,1k1r4/1pp3p1/p1n5/2qN1p2/2B2Pnp/P3PK2/1PQ3P1/4RR2 w - - 4 21,b2b4 c5e3 d5e3 c6d4,2197,80,79,82,mate mateIn2 middlegame sacrifice short,https://lichess.org/01KL6nxF#41,
GjsPn,2n3k1/3b2pp/4p3/2Np4/2n3P1/P1K2rNB/1PP4P/7R w - - 0 28,c3d4 e6e5 d4d5 c8b6 d5e4 d7c6,2190,75,91,531,long mate mateIn3 middlegame,https://lichess.org/sTLwqnkW#55,
GjyoM,6rk/pp3R1p/2pp3r/7Q/1PP5/P3q3/6PP/R6K w - - 4 27,h5f5 h6h2 h1h2 e3g3 h2g1 g3g2,2273,79,93,7560,attraction endgame long mate mateIn3 sacrifice,https://lichess.org/yzroQlw7#53,
Gk0oj,1k6/R5pp/1pB5/2bP4/2P4r/3K1r2/2P5/R7 w - - 9 40,d3e2 f3f2 e2d3 h4h3 d3e4 h3e3,2271,76,92,4561,endgame exposedKing long mate mateIn3,https://lichess.org/tGUxIZ1I#79,
Gk5Bn,6k1/5pp1/7p/8/4n1PK/4P2P/2N5/8 w - - 1 42,c2d4 g7g5 h4h5 g8h7 h3h4 e4f6,2015,82,76,86,endgame knightEndgame long mate mateIn3,https://lichess.org/yElhHmT7#83,
GkRMP,2k1r3/ppp2p1p/2n5/5b2/3q4/3P1N2/P1P1K1PP/R2Q1B1R w - - 10 20,e2d2 d4f4 d2c3 f4b4,2215,77,87,336,mate mateIn2 middlegame short,https://lichess.org/WDF2JjeB#39,
GkfGU,r2Nk2r/2p3p1/p1np4/1p2p3/4P1n1/1B1P2p1/PPPN1bP1/R1BQ1RK1 w kq - 0 14,f1f2 g3f2 g1f1 h8h1 f1e2 c6d4,2261,89,90,1908,advancedPawn kingsideAttack long mate mateIn3 middlegame,https://lichess.org/o3akavYo#27,Ruy_Lopez Ruy_Lopez_Morphy_Defense
GkiWP,5r1k/pbpr3p/1pn1B1pQ/6N1/8/2P1qP2/P5PP/R4K1R w - - 1 23,e6d7 b7a6 c3c4 a6c4,2021,74,94,7188,mate mateIn2 middlegame short,https://lichess.org/g3PKNITn#45,
Gl8rx,2k2r2/pppb4/5np1/8/2PP4/4N1K1/PP3RPP/7R w - - 3 24,h1f1 f6e4 g3h4 f8h8,2185,78,82,75,endgame fork mate mateIn2 short,https://lichess.org/5quYKYbv#47,
GlK2u,5kn1/2p5/2p2bp1/2qp4/b4Q2/1rN1P3/1BK2PPP/3R3R w - - 2 25,f4a4 b3b2 c2b2 c5c3 b2b1 c3b2,2105,82,91,1555,attraction exposedKing long mate mateIn3 middlegame,https://lichess.org/lawGM0Gp#49,
Gm55M,1k5q/1b6/8/1Q1NP3/pP1Pn3/P1P5/5RPr/4R1K1 w - - 0 40,g1f1 e4g3 f1g1 h2h1,2092,77,93,406,mate mateIn2 middlegame short,https://lichess.org/8GHDLo6b#79,
GmCpf,7Q/1ppk1p1p/5n2/6p1/4Pb2/2Pr1P1b/PP1N1P2/R1BRK1q1 w - - 1 19,e1e2 d3e3 f2e3 g1e3,2079,78,89,970,mate mateIn2 middlegame sacrifice short xRayAttack,https://lichess.org/VdItVFQW#37,Englund_Gambit_Complex Englund_Gambit_Complex_Hartlaub-Charlick_Gambit
GmXbL,3r1kr1/p1R2p2/2Q5/4B3/2P4p/4P2P/P4qPK/8 w - - 3 34,e5f4 f2g3 f4g3 h4g3 h2g1 d8d1,2003,75,100,357,endgame long mate mateIn3 sacrifice,https://lichess.org/2wx6SbPx#67,
Gmbik,N6r/5Qpp/p2p4/1pb1k1q1/3nPn2/1B3p2/PPPP1P1P/R1B2R1K w - - 1 20,f1g1 g5g2 g1g2 f3g2 h1g1 d4e2,2054,74,96,12134,advancedPawn kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/ovkMVJlv#39,
GnGj4,8/5pp1/6k1/4p1P1/p3P1K1/Q3BPP1/4q3/8 w - - 1 46,e3c5 e2h2 f3f4 h2h5,2066,138,41,17,endgame mate mateIn2 short,https://lichess.org/l3KN6Bcc#91,
GnPbm,2k3rr/pp1n1R2/2p5/2bPp1qn/P1P1P3/2N4B/1P4PB/R2Q3K w - - 1 23,f7d7 g5g2 h3g2 h5g3,2236,89,90,628,kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/UnTSKqFC#45,
Gnhcy,6k1/Q3Rb2/p6p/1p1rP1p1/1K3rP1/8/PPP4P/8 w - - 7 41,b4a3 f4a4 a3b3 d5d3,2250,75,95,643,doubleCheck endgame mate mateIn2 short,https://lichess.org/zuMmp6Fd#81,
Gnm7w,6k1/2b4p/2N1q1p1/1p6/2b1r2B/P6P/6Q1/4R2K w - - 0 42,g2e4 e6h3 h1g1 h3h2,2232,77,67,164,mate mateIn2 middlegame short,https://lichess.org/Fpwz4xiO#83,
GnnxI,4rrk1/pp4bp/1np3p1/3p4/3P3q/2PB4/PPQNR1RB/6K1 w - - 4 26,d3g6 h4e1 e2e1 e8e1 d2f1 e1f1,2006,75,91,2841,exposedKing kingsideAttack long mate mateIn3 middlegame sacrifice xRayAttack,https://lichess.org/pmfuLxUW#51,
GnoVa,rn4k1/pp4p1/2pb3p/8/3Ppr1q/P3BP2/1PPQB1KP/R4R2 w - - 0 18,f3e4 f4f2 e3f2 h4h2 g2f3 h2h3 f2g3 h3g3,2154,113,65,46,mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/aIpkKFMa#35,French_Defense French_Defense_Knight_Variation
GoJwM,2kr3N/pp4pp/2p1p3/q2p4/3PnP1P/2bRP3/PPP1QP2/2K4R w - - 0 18,b2c3 a5a2 f2f3 a2a1,2062,80,90,1723,mate mateIn2 middlegame queensideAttack short,https://lichess.org/YofexJQJ#35,Queens_Pawn_Game Queens_Pawn_Game_Accelerated_London_System
Goa90,2k5/8/p3pP2/q1K1Q1P1/2p2P2/8/PP6/8 w - - 3 32,c5d6 a5c7 d6e6 c7d7,2031,76,91,627,dovetailMate endgame mate mateIn2 queenEndgame short,https://lichess.org/ZTr1Jyqs#63,
GohGq,r4k2/1bp2pbQ/2Np1qp1/1B1P4/1p1N2P1/pP6/P1Pn4/1K3R1R w - - 2 27,b1a1 f6d4 c6d4 g7d4 c2c3 d4c3,2036,81,84,437,long mate mateIn3 middlegame sacrifice,https://lichess.org/Li4Ds7bP#53,
GozEE,3r1rk1/1QR2ppp/p3bb2/6n1/8/1P4P1/P3PPBP/5K1R w - - 1 21,g2f3 d8d1 f1g2 e6h3,2058,80,85,501,mate mateIn2 middlegame short,https://lichess.org/wMa0jIOO#41,
Gp6SJ,2k1q1r1/pb1n1N2/1ppBB3/8/3P1Q2/8/PPP2PrP/R3RK2 w - - 1 23,d6b8 b7a6 c2c4 a6c4 e6c4 g2g1,2309,76,94,520,long mate mateIn3 middlegame sacrifice,https://lichess.org/9aPT7Yiv#45,
GpqLD,6k1/2p5/1p1p4/pPnPpN1b/P1P1P3/4bP1q/2QN3R/6K1 w - - 4 36,g1h1 h5f3 d2f3 h3f1 f3g1 f1g1,2097,83,91,1009,exposedKing fork long mate mateIn3 middlegame sacrifice,https://lichess.org/r9fnhWwe#71,
GpwRW,r2k4/ppp2p2/1b1p4/3P2p1/1P1pPqNr/P2B4/3N1P2/R2QR1K1 w - - 1 23,f2f3 f4g3 g1f1 h4h1 f1e2 h1h2 g4f2 g3f2,2165,94,85,54,exposedKing kingsideAttack mate mateIn4 middlegame veryLong,https://lichess.org/3rAX2X5Z#45,
GqHxB,6k1/pb4pp/2nb2r1/4p3/1p3p2/2PP1P1q/PP1NQBPP/R4RK1 w - - 2 21,f2e1 d6c5 d3d4 c6d4 c3d4 c5d4 g1h1 h3h2 h1h2 g6h6 e1h4 h6h4,2220,77,94,8008,attraction kingsideAttack mate mateIn5 middlegame pin sacrifice veryLong,https://lichess.org/0A5ke5ee#41,
GqYD8,7k/5Q2/1P4pp/4p3/4P1P1/3n2KP/3N4/q7 w - - 1 39,b6b7 a1g1 g3h4 g1e1 f7f2 e1f2,2358,78,93,2662,endgame fork long mate mateIn3,https://lichess.org/6oBU89F6#77,
GqgmQ,r5k1/5ppp/p1bp4/4pP2/2Pnn3/4N2q/PP4PP/R2QBR1K w - - 3 23,g2h3 e4f2 h1g1 f2h3,2068,73,94,6058,doubleCheck kingsideAttack mate mateIn2 middlegame short,https://lichess.org/wsHqXIqg#45,
Gs7Ga,4rqk1/pQ1R2b1/1p4p1/2p3r1/8/2P2N1P/PP3PP1/6K1 w - - 0 26,f3g5 e8e1 g1h2 g7e5 g2g3 f8f2 b7g2 e5g3,2139,86,86,31,endgame mate mateIn4 veryLong,https://lichess.org/xCRDyLBo#51,
GsNjA,3r1k2/p3np1p/2Q3p1/7q/4P3/1P2RN2/P3KP2/RN4r1 w - - 1 34,c6c7 g1e1 e2e1 h5h1 f3g1 h1g1 e1e2 g1d1,2571,81,92,5631,attraction mate mateIn4 middlegame pin sacrifice veryLong,https://lichess.org/1gxW0hS3#67,
GsiNt,2rr1k2/pp3p1Q/1n3R1p/3b2pq/3P4/P5BP/1PB2PP1/2R3K1 w - - 1 28,c2g6 c8c1 g1h2 c1h1 h2h1 h5h3 h1g1 h3g2,2113,75,94,5000,attraction deflection hangingPiece kingsideAttack mate mateIn4 middlegame pin veryLong,https://lichess.org/m3acgWuR#55,
GsigG,6k1/6p1/2R1p2p/P1PpN3/8/4nPKP/3r4/8 w - - 1 37,a5a6 e3f5 g3g4 d2g2 g4f4 g7g5,2187,84,77,135,endgame long mate mateIn3,https://lichess.org/IC3FYTWY#73,
GsmVA,6r1/1R3p2/p2kp3/3p4/P2q1P2/2r4P/2Q3PK/6R1 w - - 4 43,c2e2 c3h3 h2h3 d4h8 e2h5 h8h5,2160,82,83,293,attraction endgame long mate mateIn3 sacrifice,https://lichess.org/C5mUqeIL#85,
GsrmQ,8/1p1k4/3pn3/p7/P1PKp3/1P2N3/5rp1/3B2R1 w - - 2 37,d4e4 e6c5 e4d4 f2d2 d4c3 c5e4,2415,84,89,82,endgame long mate mateIn3,https://lichess.org/NiNNX2Va#73,
GsxEQ,r1q1r3/p1p3k1/b5pp/2Ppn3/2nP1PQ1/2N5/P1B3P1/1RB1K2R w K - 0 24,g4c8 e5d3 e1d1 d3f2,2039,79,85,235,doubleCheck mate mateIn2 middlegame short,https://lichess.org/PD60jvIv#47,
Gt3aY,6k1/p2Q1pp1/N3p2r/3n3p/2BP2b1/2P1q3/PP4PP/R4KNR w - - 3 18,a1e1 h6f6 g1f3 f6f3 g2f3 g4h3,2239,77,95,4235,long mate mateIn3 middlegame sacrifice,https://lichess.org/CRn3IAiR#35,Blackmar-Diemer_Gambit Blackmar-Diemer_Gambit_Ryder_Gambit
Gt4RX,6k1/pp2pp1p/6p1/2p1Q3/2P2PnP/1P2P3/P3RKRP/3r3q w - - 5 32,g2g4 d1f1 f2g3 f1f3,2034,76,95,9982,endgame mate mateIn2 short,https://lichess.org/JHuSmki7#63,
GtZfG,rnb2r1k/ppp3pp/3p4/4N1nB/8/6P1/PPPP3P/RNB3KR w - - 0 13,e5c4 g5h3 g1g2 f8f2,2050,78,91,780,kingsideAttack mate mateIn2 opening short,https://lichess.org/s4PzvkXX#25,Bishops_Opening Bishops_Opening_Boi_Variation
Gtmmy,2kn2r1/ppp2pr1/3b1p1p/3b1q2/1P1P4/2P2N1P/P2N1PP1/R2Q1BRK w - - 9 17,c3c4 f5h3 g2h3 g7g1,2035,81,83,440,kingsideAttack mate mateIn2 middlegame pin sacrifice short,https://lichess.org/0A3XUfal#33,Scandinavian_Defense Scandinavian_Defense_Modern_Variation
Gtrju,1r2n2Q/5k2/8/4pP2/1K2P3/4r3/2P3B1/7R w - - 1 40,b4c5 e3c3 c5d5 b8b5,2131,77,95,8640,endgame mate mateIn2 short,https://lichess.org/HkTCOqrz#79,
GuHQX,7r/p2bkp2/1p2p3/3qnp2/8/3B4/P1Q2PPP/2R2RK1 w - - 2 24,d3c4 e5f3 g2f3 h8g8 g1h1 d5f3,2020,77,93,7091,intermezzo long mate mateIn3 middlegame sacrifice,https://lichess.org/vMsVl6tj#47,
GvT0X,2r4k/5p1p/6P1/p2pbP2/1p1q4/1PrN4/P1PRR1Q1/1K6 w - - 1 34,g6f7 c3b3 a2b3 d4a1,2078,78,91,2973,clearance mate mateIn2 middlegame queensideAttack sacrifice short,https://lichess.org/SLYSnKti#67,
GvaIc,8/1p3pk1/p3p3/3pPp2/3P2rq/P1P2R2/4Q3/1R1B2K1 w - - 0 36,g1f1 h4h1 f1f2 h1g1,2025,78,92,2069,endgame mate mateIn2 short,https://lichess.org/oQVQvmXm#71,
GvhJv,1r2k2r/1pp2pp1/p2p4/8/2P2Nnq/1PN1b2p/PB3P2/R2Q1RK1 w k - 0 20,d1e2 h4g3 g1h1 g3h2,2080,77,93,4844,kingsideAttack mate mateIn2 middlegame pin short,https://lichess.org/ciFFNvwS#39,
GvyCl,Q7/2p2ppk/1p1p4/p1b4p/2P2Pn1/P5Pq/1P1N1P2/R1B3K1 w - - 2 27,d2e4 c5f2 e4f2 h3h2 g1f1 h2f2,2226,79,87,657,kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/PtUcj5pY#53,
GwVjK,6k1/1b3ppp/3p3b/p4N2/1pP1nP1q/8/PP2Q2P/3R1R1K w - - 2 27,f5h4 e4f2 h1g1 f2h3,2246,152,58,21,doubleCheck kingsideAttack mate mateIn2 middlegame short,https://lichess.org/Bu1gBK9y#53,
Gwpf4,7q/pp3k2/2bpp1p1/4bp2/4n3/2P4P/PP3BP1/3RQR1K w - - 0 25,f2d4 h8h3 g2h3 e4f2 h1g1 f2h3,2176,109,57,27,doubleCheck kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/o2mgSiTv#49,
GwqKI,2k1r3/pppb4/2pb4/5p2/1P1N3p/q1PPBQ1P/5PP1/2R3K1 w - - 3 24,d4f5 a3c1 e3c1 e8e1,2082,75,93,431,mate mateIn2 middlegame sacrifice short,https://lichess.org/e6ZXFAvY#47,
GxFTw,1Q1Q1r2/6bk/8/3P4/2P1pp2/5Pq1/6N1/5RK1 w - - 1 42,d8f8 g7d4 f1f2 g3f2 g1h2 f2g3 h2h1 g3h3,2041,74,95,9173,endgame exposedKing mate mateIn4 veryLong,https://lichess.org/RwzH61z9#83,
GxYKv,1r2k1r1/pb1pp2p/7p/p1P1bP2/1P6/P1PQ1N2/3N1PPq/R4R1K w - - 0 16,f3h2 b7g2 h1g1 g2f3 h2g4 g8g4,2000,75,91,326,discoveredAttack fork long mate mateIn3 middlegame,https://lichess.org/YBDWegUi#31,Hippopotamus_Defense Hippopotamus_Defense_Other_variations
Gxc7e,r4rk1/ppb3q1/2p1R1B1/2Pp2Q1/1P1Pn3/2N4P/P5P1/R5K1 w - - 1 24,c3e4 g7d4 e4f2 d4f2 g1h1 f2f1 a1f1 f8f1,2282,85,93,4950,fork mate mateIn4 middlegame veryLong,https://lichess.org/DChQ8VeH#47,
Gxq4e,r1bqr1k1/pp1p1p1p/2n3p1/7Q/8/2N1b1B1/PPPN1PPP/R3KB1R w KQ - 0 11,h5f3 e3f2 e1f2 d8b6 f3e3 b6e3,2433,82,84,265,attackingF2F7 attraction doubleCheck long mate mateIn3 opening sacrifice,https://lichess.org/Ygns6T1o#21,Indian_Defense Indian_Defense_Other_variations
Gy1Pz,6k1/1Q3pp1/p7/3p3p/6K1/P3P1P1/1P2BP2/7q w - - 0 30,g4f4 h1e4 f4g5 f7f6 g5h5 e4f5 h5h4 g7g5 h4h5 g5g4 h5h6 f5g5,2217,77,91,1949,discoveredAttack endgame mate mateIn5 veryLong,https://lichess.org/R0Os4JW6#59,
Gy7P7,2Q5/5ppk/5q1p/N7/4P3/3r1P2/P3r1PP/R1R3K1 w - - 2 22,c1d1 f6d4 g1h1 d3d1 a1d1 d4d1,2021,99,79,86,long mate mateIn3 middlegame,https://lichess.org/nkuBSL8I#43,
GySZm,7k/5p1p/Q2Npq2/5p2/8/P2P1b1P/2P1Nr2/R4R1K w - - 2 33,h1g1 f2g2 g1h1 g2e2 f1f3 f6a1 f3f1 a1f1,2449,94,89,1922,deflection discoveredAttack exposedKing fork mate mateIn4 middlegame veryLong,https://lichess.org/hPwyxVYh#65,
Gyjbq,6rk/pp4qp/2p2nr1/3p1Q2/3P1PN1/1PP4P/P4RP1/4R1K1 w - - 5 27,g4f6 g6g2 g1f1 g2f2 f1f2 g7g2 f2e3 g8g3,2185,75,92,6617,attraction kingsideAttack mate mateIn4 middlegame veryLong,https://lichess.org/5XxJkkZ8#53,
GyqDq,r4qk1/ppp4R/1n1p4/3Pp2Q/4N1b1/2NBn3/PPP1KP2/R7 w - - 6 24,e2e3 f8f4,2159,82,91,1988,mate mateIn1 middlegame oneMove,https://lichess.org/NiPuGAUp#47,
Gyuht,1k5r/1b3pp1/ppq1p2p/7n/1PPr1n2/P1Q3N1/5P1P/2RR1BK1 w - - 0 26,c3d4 f4e2 g3e2 c6h1,2198,75,92,1489,kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/hDX6V8Nq#51,
GzMX0,2kr3r/Q1pq1p2/5np1/2p1B3/2P5/1P2b3/P1B3bP/RN3R1K w - - 0 22,h1g2 d7h3 g2h1 h3f1,2171,81,84,45,deflection mate mateIn2 middlegame short,https://lichess.org/NWrGJhBn#43,
GzPAx,Q7/pppk4/5pp1/3P1K2/2P1R3/6P1/P1q4P/8 w - - 0 33,f5f4 c2f2 f4g4 f2f5 g4h4 f5h5,2260,77,95,836,endgame fork long mate mateIn3,https://lichess.org/PuI6Y8rm#65,
Gza7j,2q3rk/5p1p/P4p2/3Qp2r/R7/4PN2/5PP1/5RK1 w - - 1 29,a6a7 g8g2 g1g2 c8h3 g2g1 h3h1,2131,79,90,1742,attraction long mate mateIn3 middlegame sacrifice,https://lichess.org/JystZgs8#57,
Gzlv1,rb4k1/1p2P3/p6p/6p1/Q2P1qn1/2N5/PP4B1/R3RK2 w - - 3 24,f1e2 f4e3 e2d1 e3d3 d1c1 b8f4 e1e3 f4e3,2216,79,91,187,exposedKing mate mateIn4 middlegame veryLong,https://lichess.org/Dfk6lpAQ#47,
H026f,1r2k2r/p3p2p/3pp1p1/6Q1/1n5P/qBp4N/P1P3P1/K2R3R w k - 8 23,d1b1 a3a2 b3a2 b4c2,2068,78,87,279,deflection mate mateIn2 middlegame sacrifice short,https://lichess.org/LWA75cPB#45,
H0GcM,2kr4/ppp5/8/4qp2/6n1/2NPPQPr/PPP3K1/R4R2 w - - 1 24,g2h3 e5h8 h3g2 h8h2,2270,80,75,116,mate mateIn2 middlegame short,https://lichess.org/m1YS8QlU#47,
H0do7,r3kbnr/pp3ppp/8/q3Pb2/1n1p4/1Q3N2/PP1NPPPP/R1B1KB1R w KQkq - 8 10,d2c4 b4d3 e1d1 d3f2,2151,81,83,296,deflection doubleCheck mate mateIn2 opening short,https://lichess.org/Vq7NrkWj#19,Slav_Defense Slav_Defense_Winawer_Countergambit
H1VZn,rb2k2r/1p3pp1/p2q4/3p3p/4n1n1/1P2PN1P/PB1PB1P1/R2Q1RK1 w kq - 6 19,a1c1 d6h2 f3h2 b8h2 g1h1 e4g3,2139,80,91,220,kingsideAttack long mate mateIn3 opening sacrifice,https://lichess.org/HPiuw1q8#37,
H1dBp,6k1/1pp3pp/p2p1r2/3Pn3/P4p2/2N2nK1/BP3P1P/R4R2 w - - 0 22,g3g2 f6g6 g2h1 g6h6 h2h3 h6h3 h1g2 h3h2,2003,76,87,641,mate mateIn4 middlegame veryLong,https://lichess.org/R4X02Ujw#43,
H1m52,8/p6Q/1kp5/1p6/3PB3/P3P2P/1PPK1r2/RN5q w - - 1 33,d2d3 h1f1 d3c3 f1c4,2174,136,66,36,endgame mate mateIn2 short,https://lichess.org/Y0Fyd3PJ#65,
H2CIN,Q2Rnk2/6p1/1p4p1/6P1/2KP4/4P3/PP2q3/8 w - - 10 37,c4d5 e2b5 d5e6 b5f5,2063,77,92,150,endgame mate mateIn2 short,https://lichess.org/UYwUm3yy#73,
H2Qcc,r4k1r/1pp1R2p/p3P3/1n3bB1/q7/2P2N2/PKP1Q2P/3R4 w - - 1 23,d1d7 a4a3 b2a1 a3c3 a1b1 f5c2 e2c2 b5a3 b1c1 c3c2,2233,77,91,153,attraction deflection fork mate mateIn5 middlegame veryLong,https://lichess.org/kQQYaWWe#45,
